video_id,creator_id,video_length_sec,published_at,video_url,impressions_n,watched_n,watch_rate,avg_watch_seconds_when_watched,total_watch_seconds,avg_watch_share,distinct_watchers_n,first_impression_at,last_impression_at,first_watch_at,last_watch_at
28,75,20,1756512244,https://www.tiktok.com/@sophiastudio5133/video/9000000000000000028,51,28,0.5490196078431373,11.357142857142858,318,0.31176470588235294,25,1756571271,1769892849,1756571271,1769892849
29,119,15,1769539941,https://www.tiktok.com/@ethanlee/video/9000000000000000029,1,1,1,2,2,0.13333333333333333,1,1769798417,1769798417,1769798417,1769798417
30,4,41,1755798597,https://www.tiktok.com/@emmathomas/video/9000000000000000030,83,55,0.6626506024096386,19.745454545454546,1086,0.31913017925359977,51,1755738536,1769681720,1755738536,1769681720
31,197,18,1764251166,https://www.tiktok.com/@elijahofficial7391/video/9000000000000000031,10,6,0.6,11.333333333333334,68,0.37777777777777777,6,1765699043,1769882472,1765699043,1769882472
32,84,21,1755499103,https://www.tiktok.com/@ameliaofficial8669/video/9000000000000000032,73,49,0.6712328767123288,12.346938775510203,605,0.3946510110893673,45,1755609522,1769258465,1755609522,1769258465
33,30,49,1755263940,https://www.tiktok.com/@avawilson/video/9000000000000000033,68,50,0.7352941176470589,25.12,1256,0.3769507803121248,43,1754018011,1769890009,1754018011,1769890009
34,93,23,1763547578,https://www.tiktok.com/@elijahlee/video/9000000000000000034,17,15,0.8823529411764706,13.733333333333333,206,0.5268542199488492,14,1763581160,1769856867,1763581160,1769856867
35,131,10,1755745787,https://www.tiktok.com/@jamesdavis/video/9000000000000000035,69,42,0.6086956521739131,5.523809523809524,232,0.336231884057971,37,1755823165,1769464310,1755823165,1769464310
36,149,17,1761628367,https://www.tiktok.com/@ameliamedia8490/video/9000000000000000036,37,25,0.6756756756756757,9.08,227,0.3608903020667727,24,1761820306,1769561509,1761820306,1769561509
37,98,33,1756030585,https://www.tiktok.com/@elijahlopez/video/9000000000000000037,102,66,0.6470588235294118,14.93939393939394,986,0.29292929292929293,64,1756137960,1769889867,1756137960,1769889867
38,66,35,1758893016,https://www.tiktok.com/@olivialive2824/video/9000000000000000038,53,37,0.6981132075471698,16.054054054054053,594,0.3202156334231806,34,1758977394,1769662928,1758977394,1769662928
39,53,35,1758763643,https://www.tiktok.com/@charlotteallen/video/9000000000000000039,41,28,0.6829268292682927,18.857142857142858,528,0.3679442508710801,28,1754067482,1769629446,1754067482,1769629446
40,145,19,1761931952,https://www.tiktok.com/@lucasgarcia/video/9000000000000000040,20,12,0.6,10.75,129,0.3394736842105263,11,1762367286,1769403048,1762367286,1769403048
41,134,25,1755962489,https://www.tiktok.com/@henrylopez/video/9000000000000000041,67,45,0.6716417910447762,13.4,603,0.36000000000000004,41,1755936646,1769741215,1755936646,1769741215
42,84,23,1767399929,https://www.tiktok.com/@ameliaofficial8669/video/9000000000000000042,6,3,0.5,5,15,0.10869565217391304,3,1767454600,1769349179,1767454600,1769349179
43,82,22,1754650765,https://www.tiktok.com/@sophiaanderson_2/video/9000000000000000043,91,60,0.6593406593406593,13.366666666666667,802,0.4005994005994006,56,1754676579,1769461095,1754676579,1769461095
44,105,36,1758366421,https://www.tiktok.com/@jamessmith/video/9000000000000000044,37,22,0.5945945945945946,22.90909090909091,504,0.3783783783783784,22,1758567219,1768617298,1758567219,1768617298
45,84,23,1761267759,https://www.tiktok.com/@ameliaofficial8669/video/9000000000000000045,31,23,0.7419354838709677,15.73913043478261,362,0.5077138849929874,22,1761445178,1769514947,1761445178,1769514947
46,116,36,1755399349,https://www.tiktok.com/@henryhub7231/video/9000000000000000046,62,38,0.6129032258064516,20.07894736842105,763,0.3418458781362007,37,1754051131,1769302951,1754051131,1769302951
47,86,57,1768428393,https://www.tiktok.com/@ameliastudio2710/video/9000000000000000047,8,5,0.625,12.8,64,0.14035087719298245,5,1754232890,1769893681,1754232890,1769893681
48,173,10,1766511222,https://www.tiktok.com/@sophiadaily4431/video/9000000000000000048,9,5,0.5555555555555556,5.6,28,0.3111111111111111,5,1754019524,1769498820,1754019524,1769498820
49,84,19,1766998333,https://www.tiktok.com/@ameliaofficial8669/video/9000000000000000049,12,7,0.5833333333333334,8.714285714285714,61,0.2675438596491228,7,1767017585,1769135063,1767017585,1769135063
50,190,21,1768404109,https://www.tiktok.com/@sophiastudio5122/video/9000000000000000050,4,3,0.75,15,45,0.5357142857142857,3,1769327045,1769889419,1769327045,1769889419
51,93,38,1760466552,https://www.tiktok.com/@elijahlee/video/9000000000000000051,22,20,0.9090909090909091,16,320,0.3827751196172249,19,1760447359,1769759332,1760447359,1769759332
52,56,26,1768745291,https://www.tiktok.com/@masondaily5464/video/9000000000000000052,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
53,177,36,1763600056,https://www.tiktok.com/@jamesclark/video/9000000000000000053,7,4,0.5714285714285714,24.25,97,0.38492063492063494,4,1763994769,1769144064,1763994769,1769144064
54,177,11,1760358221,https://www.tiktok.com/@jamesclark/video/9000000000000000054,22,17,0.7727272727272727,5.705882352941177,97,0.40082644628099173,16,1760552288,1768292505,1760552288,1768292505
55,7,36,1763927545,https://www.tiktok.com/@emmastudio5860/video/9000000000000000055,15,13,0.8666666666666667,24.46153846153846,318,0.5888888888888889,12,1764569904,1769570136,1764569904,1769570136
56,87,19,1759569413,https://www.tiktok.com/@noahanderson/video/9000000000000000056,40,28,0.7,8.964285714285714,251,0.3302631578947368,26,1759613566,1769889159,1759613566,1769889159
57,32,35,1754871182,https://www.tiktok.com/@emmaofficial9975/video/9000000000000000057,69,52,0.7536231884057971,19.346153846153847,1006,0.4165631469979296,49,1754871824,1769823878,1754871824,1769823878
58,96,32,1757703133,https://www.tiktok.com/@isabellafit7167/video/9000000000000000058,54,34,0.6296296296296297,18.735294117647058,637,0.36863425925925924,29,1757671834,1769854243,1757671834,1769854243
59,67,15,1765388090,https://www.tiktok.com/@harperhall_1/video/9000000000000000059,10,8,0.8,10.25,82,0.5466666666666666,8,1765714704,1769072411,1765714704,1769072411
60,43,30,1754424485,https://www.tiktok.com/@jameshall/video/9000000000000000060,134,103,0.7686567164179104,17.339805825242717,1786,0.44427860696517413,90,1754367594,1769741091,1754367594,1769741091
61,111,22,1764255409,https://www.tiktok.com/@liammedia4802/video/9000000000000000061,17,10,0.5882352941176471,13.3,133,0.3556149732620321,10,1764409224,1769450127,1764409224,1769450127
62,101,25,1760520087,https://www.tiktok.com/@emmadavis/video/9000000000000000062,40,29,0.725,13.275862068965518,385,0.385,27,1760489057,1769596925,1760489057,1769596925
63,78,31,1758450421,https://www.tiktok.com/@loganmoore/video/9000000000000000063,48,38,0.7916666666666666,18.789473684210527,714,0.4798387096774193,36,1758523220,1769801552,1758523220,1769801552
64,144,25,1755362506,https://www.tiktok.com/@harperwalker/video/9000000000000000064,58,33,0.5689655172413793,15.303030303030303,505,0.3482758620689655,32,1755408001,1769567348,1755408001,1769567348
65,133,32,1758359290,https://www.tiktok.com/@emmamartin/video/9000000000000000065,29,22,0.7586206896551724,15.590909090909092,343,0.36961206896551724,22,1758433999,1769271285,1758433999,1769271285
66,122,24,1763725371,https://www.tiktok.com/@sophiafit3460/video/9000000000000000066,12,8,0.6666666666666666,12,96,0.3333333333333333,8,1763798024,1769149387,1763798024,1769149387
67,175,49,1756437642,https://www.tiktok.com/@lucasstudio5348/video/9000000000000000067,55,37,0.6727272727272727,24.08108108108108,891,0.3306122448979592,35,1756437265,1769678765,1756437265,1769678765
68,5,52,1769548080,https://www.tiktok.com/@evelyntaylor/video/9000000000000000068,1,0,0,NA,0,0,0,1769732606,1769732606,1769732606,1769732606
69,175,27,1768691368,https://www.tiktok.com/@lucasstudio5348/video/9000000000000000069,3,2,0.6666666666666666,4,8,0.09876543209876543,2,1768827774,1769503488,1768827774,1769503488
70,5,18,1766572713,https://www.tiktok.com/@evelyntaylor/video/9000000000000000070,8,6,0.75,11.166666666666666,67,0.4652777777777778,6,1754029922,1769609248,1754029922,1769609248
71,52,18,1754775231,https://www.tiktok.com/@miadavis/video/9000000000000000071,89,55,0.6179775280898876,8.818181818181818,485,0.3027465667915106,54,1754725862,1769610286,1754725862,1769610286
72,93,26,1765960346,https://www.tiktok.com/@elijahlee/video/9000000000000000072,14,6,0.42857142857142855,16.5,99,0.27197802197802196,5,1766219056,1769628562,1766219056,1769628562
73,51,36,1754089982,https://www.tiktok.com/@miagarcia/video/9000000000000000073,137,101,0.7372262773722628,19.178217821782177,1937,0.3927412814274128,86,1754011061,1769093123,1754011061,1769093123
74,115,58,1765252148,https://www.tiktok.com/@masonsmith/video/9000000000000000074,8,5,0.625,41,205,0.4418103448275862,5,1766449286,1768322088,1766449286,1768322088
75,80,25,1760028034,https://www.tiktok.com/@emmahall/video/9000000000000000075,26,17,0.6538461538461539,16.88235294117647,287,0.44153846153846155,17,1760178139,1769761912,1760178139,1769761912
76,108,22,1754614995,https://www.tiktok.com/@henrylive1806/video/9000000000000000076,107,78,0.7289719626168224,11.41025641025641,890,0.37807986406117244,71,1754657223,1769863899,1754657223,1769863899
77,153,25,1769736404,https://www.tiktok.com/@emmaallen/video/9000000000000000077,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
78,24,37,1768134211,https://www.tiktok.com/@evelynsmith/video/9000000000000000078,2,2,1,37,74,1,2,1754373210,1768732357,1754373210,1768732357
79,55,47,1769826633,https://www.tiktok.com/@sophiadaily5771/video/9000000000000000079,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
80,10,38,1759801601,https://www.tiktok.com/@harperanderson/video/9000000000000000080,64,43,0.671875,20.674418604651162,889,0.36554276315789475,41,1759812053,1769624328,1759812053,1769624328
81,188,40,1764095538,https://www.tiktok.com/@noahdavis_1/video/9000000000000000081,23,15,0.6521739130434783,18.733333333333334,281,0.30543478260869567,15,1764119500,1769091310,1764119500,1769091310
82,82,37,1754102870,https://www.tiktok.com/@sophiaanderson_2/video/9000000000000000082,103,67,0.6504854368932039,20.388059701492537,1366,0.35843610600892156,61,1754092983,1769081119,1754092983,1769081119
83,151,38,1763087481,https://www.tiktok.com/@masonbrown_1/video/9000000000000000083,12,9,0.75,23.11111111111111,208,0.456140350877193,9,1763959877,1769685929,1763959877,1769685929
84,182,17,1768536692,https://www.tiktok.com/@isabellaofficial1536/video/9000000000000000084,4,3,0.75,12.666666666666666,38,0.5588235294117647,3,1768878124,1769423852,1768878124,1769423852
85,149,29,1764164756,https://www.tiktok.com/@ameliamedia8490/video/9000000000000000085,20,14,0.7,15.571428571428571,218,0.37586206896551727,14,1764396663,1769803674,1764396663,1769803674
86,59,38,1756802277,https://www.tiktok.com/@elijahwalker/video/9000000000000000086,36,24,0.6666666666666666,22.708333333333332,545,0.3983918128654971,23,1756901209,1769168447,1756901209,1769168447
87,182,35,1762363760,https://www.tiktok.com/@isabellaofficial1536/video/9000000000000000087,16,13,0.8125,21.384615384615383,278,0.49642857142857144,12,1762830013,1769668786,1762830013,1769668786
88,11,19,1767320073,https://www.tiktok.com/@masonbrown/video/9000000000000000088,8,5,0.625,13.8,69,0.45394736842105265,5,1767537463,1769886154,1767537463,1769886154
89,152,52,1755741542,https://www.tiktok.com/@liamjohnson_1/video/9000000000000000089,57,37,0.6491228070175439,34.16216216216216,1264,0.4264507422402159,35,1755791387,1769795549,1755791387,1769795549
90,20,25,1768387842,https://www.tiktok.com/@sophiaanderson/video/9000000000000000090,4,2,0.5,8.5,17,0.16999999999999998,2,1768615340,1769890287,1768615340,1769890287
91,113,31,1765246727,https://www.tiktok.com/@elijahlopez_1/video/9000000000000000091,7,7,1,15,105,0.4838709677419355,7,1765277173,1769290175,1765277173,1769290175
92,177,34,1762932228,https://www.tiktok.com/@jamesclark/video/9000000000000000092,16,12,0.75,18.416666666666668,221,0.40625,12,1763719292,1769736616,1763719292,1769736616
93,147,26,1764321954,https://www.tiktok.com/@lucasfit9374/video/9000000000000000093,13,7,0.5384615384615384,18.714285714285715,131,0.3875739644970414,7,1764597835,1768976065,1764597835,1768976065
94,134,60,1760684375,https://www.tiktok.com/@henrylopez/video/9000000000000000094,25,22,0.88,33.09090909090909,728,0.48533333333333334,21,1761100687,1768645877,1761100687,1768645877
95,189,43,1769745773,https://www.tiktok.com/@miadavis_1/video/9000000000000000095,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
96,146,33,1755474018,https://www.tiktok.com/@sophiamedia5994/video/9000000000000000096,71,57,0.8028169014084507,18.68421052631579,1065,0.45454545454545453,51,1755420020,1769721412,1755420020,1769721412
97,120,43,1768157891,https://www.tiktok.com/@charlottewalker/video/9000000000000000097,4,2,0.5,30.5,61,0.3546511627906977,2,1768267091,1769302440,1768267091,1769302440
98,28,49,1761683801,https://www.tiktok.com/@avawalker/video/9000000000000000098,19,15,0.7894736842105263,22.866666666666667,343,0.3684210526315789,15,1762263190,1769759483,1762263190,1769759483
99,168,39,1755673943,https://www.tiktok.com/@miafit8323/video/9000000000000000099,74,47,0.6351351351351351,23.851063829787233,1121,0.38842688842688844,40,1755685726,1769831469,1755685726,1769831469
100,26,26,1757529550,https://www.tiktok.com/@noahmartin/video/9000000000000000100,58,36,0.6206896551724138,17.52777777777778,631,0.41843501326259946,34,1757463862,1769030118,1757463862,1769030118
101,20,28,1756691935,https://www.tiktok.com/@sophiaanderson/video/9000000000000000101,65,48,0.7384615384615385,14.708333333333334,706,0.3879120879120879,45,1756688689,1769369767,1756688689,1769369767
102,3,32,1757742469,https://www.tiktok.com/@charlottetv594/video/9000000000000000102,41,37,0.9024390243902439,20.08108108108108,743,0.5663109756097561,32,1758070733,1769499994,1758070733,1769499994
103,76,11,1769864593,https://www.tiktok.com/@jamesanderson/video/9000000000000000103,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
104,189,47,1754277475,https://www.tiktok.com/@miadavis_1/video/9000000000000000104,137,78,0.5693430656934306,21.743589743589745,1696,0.2633949371020345,72,1754272116,1769866088,1754272116,1769866088
105,66,32,1768393927,https://www.tiktok.com/@olivialive2824/video/9000000000000000105,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
106,158,27,1758974127,https://www.tiktok.com/@emmadaily7088/video/9000000000000000106,47,36,0.7659574468085106,11.805555555555555,425,0.33490937746256894,35,1758942704,1769697524,1758942704,1769697524
107,91,46,1768063809,https://www.tiktok.com/@ameliadavis/video/9000000000000000107,5,1,0.2,31,31,0.13478260869565217,1,1768295385,1769710522,1768295385,1769710522
108,84,16,1754323457,https://www.tiktok.com/@ameliaofficial8669/video/9000000000000000108,83,55,0.6626506024096386,8.4,462,0.34789156626506024,50,1754306055,1769770521,1754306055,1769770521
109,75,52,1762864082,https://www.tiktok.com/@sophiastudio5133/video/9000000000000000109,21,16,0.7619047619047619,25.9375,415,0.38003663003663,15,1763556932,1768683005,1763556932,1768683005
110,106,36,1754452910,https://www.tiktok.com/@charlottelopez/video/9000000000000000110,84,64,0.7619047619047619,21.1875,1356,0.4484126984126984,60,1754444677,1769302042,1754444677,1769302042
111,160,38,1762216185,https://www.tiktok.com/@jamesanderson_1/video/9000000000000000111,19,14,0.7368421052631579,24.142857142857142,338,0.46814404432132967,14,1762317561,1769704939,1762317561,1769704939
112,170,35,1765001067,https://www.tiktok.com/@harperlopez/video/9000000000000000112,23,15,0.6521739130434783,17.533333333333335,263,0.3267080745341615,15,1765182151,1769838997,1765182151,1769838997
113,93,45,1757530589,https://www.tiktok.com/@elijahlee/video/9000000000000000113,45,32,0.7111111111111111,27.28125,873,0.43111111111111106,29,1757488533,1769790496,1757488533,1769790496
114,96,20,1766255525,https://www.tiktok.com/@isabellafit7167/video/9000000000000000114,8,5,0.625,11.2,56,0.35,5,1766495222,1769348091,1766495222,1769348091
115,31,34,1755194160,https://www.tiktok.com/@lucastv3336/video/9000000000000000115,85,57,0.6705882352941176,17.54385964912281,1000,0.3460207612456747,54,1755157032,1769660829,1755157032,1769660829
116,12,12,1755429696,https://www.tiktok.com/@ethanlive4883/video/9000000000000000116,74,51,0.6891891891891891,5.372549019607843,274,0.3085585585585585,47,1755457115,1769565443,1755457115,1769565443
117,31,21,1763527710,https://www.tiktok.com/@lucastv3336/video/9000000000000000117,15,10,0.6666666666666666,11.1,111,0.35238095238095235,10,1763810466,1769350165,1763810466,1769350165
118,124,25,1758502021,https://www.tiktok.com/@sophiadaily8565/video/9000000000000000118,34,23,0.6764705882352942,14.043478260869565,323,0.38,23,1758783049,1769575644,1758783049,1769575644
119,102,29,1758557690,https://www.tiktok.com/@avamiller_1/video/9000000000000000119,37,29,0.7837837837837838,19.17241379310345,556,0.5181733457595527,28,1758908607,1768445472,1758908607,1768445472
120,171,23,1768434736,https://www.tiktok.com/@benjaminlive1642/video/9000000000000000120,4,4,1,14.75,59,0.6413043478260869,4,1768699611,1769773378,1768699611,1769773378
121,112,40,1761934444,https://www.tiktok.com/@ethanjohnson/video/9000000000000000121,35,26,0.7428571428571429,23.192307692307693,603,0.4307142857142857,26,1754077935,1769545750,1754077935,1769545750
122,41,33,1767243461,https://www.tiktok.com/@noahgarcia/video/9000000000000000122,4,3,0.75,4,12,0.09090909090909091,3,1767229531,1768892113,1767229531,1768892113
123,141,35,1758734534,https://www.tiktok.com/@liamanderson/video/9000000000000000123,35,25,0.7142857142857143,18.56,464,0.3787755102040817,25,1758973720,1769602321,1758973720,1769602321
124,80,21,1758903074,https://www.tiktok.com/@emmahall/video/9000000000000000124,25,14,0.56,12.785714285714286,179,0.34095238095238095,14,1759066157,1769719427,1759066157,1769719427
125,38,30,1768435185,https://www.tiktok.com/@miahub2078/video/9000000000000000125,4,3,0.75,21,63,0.525,3,1768512850,1769788015,1768512850,1769788015
126,91,21,1766194298,https://www.tiktok.com/@ameliadavis/video/9000000000000000126,7,6,0.8571428571428571,11.666666666666666,70,0.4761904761904762,6,1766561442,1769844952,1766561442,1769844952
127,27,17,1754816040,https://www.tiktok.com/@sophiaanderson_1/video/9000000000000000127,69,47,0.6811594202898551,9.191489361702128,432,0.36828644501278773,42,1754046925,1769583819,1754046925,1769583819
128,57,11,1758552674,https://www.tiktok.com/@harperhall/video/9000000000000000128,50,29,0.58,5.517241379310345,160,0.2909090909090909,26,1758539927,1769574610,1758539927,1769574610
129,149,36,1762607102,https://www.tiktok.com/@ameliamedia8490/video/9000000000000000129,23,18,0.782608695652174,20.5,369,0.44565217391304346,18,1762602169,1769532704,1762602169,1769532704
130,42,24,1762265806,https://www.tiktok.com/@noahdavis/video/9000000000000000130,29,20,0.6896551724137931,9.75,195,0.2801724137931034,19,1762441062,1769686732,1762441062,1769686732
131,155,20,1760025709,https://www.tiktok.com/@isabellalopez/video/9000000000000000131,22,13,0.5909090909090909,14.923076923076923,194,0.44090909090909086,13,1760020835,1769429017,1760020835,1769429017
132,55,36,1766891889,https://www.tiktok.com/@sophiadaily5771/video/9000000000000000132,5,3,0.6,17.333333333333332,52,0.28888888888888886,3,1767632647,1769119273,1767632647,1769119273
133,15,18,1764030352,https://www.tiktok.com/@emmayoung/video/9000000000000000133,20,15,0.75,8.4,126,0.35,15,1764215082,1769107177,1764215082,1769107177
134,179,31,1755239985,https://www.tiktok.com/@emmajohnson/video/9000000000000000134,64,47,0.734375,16.95744680851064,797,0.4017137096774194,42,1755226322,1769050694,1755226322,1769050694
135,178,13,1754841127,https://www.tiktok.com/@isabellaofficial6359/video/9000000000000000135,69,45,0.6521739130434783,6,270,0.3010033444816054,41,1754861879,1769486009,1754861879,1769486009
136,110,25,1767066381,https://www.tiktok.com/@henryhall/video/9000000000000000136,8,6,0.75,17.166666666666668,103,0.515,6,1767664360,1769607300,1767664360,1769607300
137,91,44,1756556080,https://www.tiktok.com/@ameliadavis/video/9000000000000000137,64,48,0.75,20.416666666666668,980,0.34801136363636365,45,1756631789,1769787334,1756631789,1769787334
138,137,33,1760921559,https://www.tiktok.com/@harpermedia5368/video/9000000000000000138,35,22,0.6285714285714286,19.454545454545453,428,0.37056277056277054,21,1761064501,1769798865,1761064501,1769798865
139,22,20,1757083672,https://www.tiktok.com/@lucastaylor/video/9000000000000000139,47,33,0.7021276595744681,12.848484848484848,424,0.451063829787234,33,1757125782,1769239673,1757125782,1769239673
140,49,16,1761020967,https://www.tiktok.com/@sophiawilson/video/9000000000000000140,22,15,0.6818181818181818,7.733333333333333,116,0.32954545454545453,15,1754017997,1769679518,1754017997,1769679518
141,192,19,1760884622,https://www.tiktok.com/@masonhub4415/video/9000000000000000141,27,17,0.6296296296296297,8.117647058823529,138,0.26900584795321636,15,1760993394,1769855231,1760993394,1769855231
142,115,30,1759926400,https://www.tiktok.com/@masonsmith/video/9000000000000000142,27,25,0.9259259259259259,15.8,395,0.4876543209876543,23,1760021865,1769220889,1760021865,1769220889
143,8,26,1766209472,https://www.tiktok.com/@miabrown/video/9000000000000000143,9,8,0.8888888888888888,12.125,97,0.41452991452991456,8,1766626370,1769488541,1766626370,1769488541
144,41,24,1757053864,https://www.tiktok.com/@noahgarcia/video/9000000000000000144,50,32,0.64,15.71875,503,0.41916666666666663,30,1757124152,1769836158,1757124152,1769836158
145,16,35,1760393058,https://www.tiktok.com/@emmasmith/video/9000000000000000145,20,12,0.6,16.416666666666668,197,0.2814285714285714,12,1754067371,1769768072,1754067371,1769768072
146,32,26,1757249510,https://www.tiktok.com/@emmaofficial9975/video/9000000000000000146,44,31,0.7045454545454546,13.903225806451612,431,0.3767482517482517,29,1757653181,1769835363,1757653181,1769835363
147,136,38,1765025631,https://www.tiktok.com/@henrywilson/video/9000000000000000147,18,10,0.5555555555555556,16.6,166,0.24269005847953215,10,1765282842,1769692442,1765282842,1769692442
148,111,25,1760520210,https://www.tiktok.com/@liammedia4802/video/9000000000000000148,28,18,0.6428571428571429,11.722222222222221,211,0.30142857142857143,18,1760884096,1769651149,1760884096,1769651149
149,34,25,1769714697,https://www.tiktok.com/@masonmartin/video/9000000000000000149,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
150,24,29,1769171338,https://www.tiktok.com/@evelynsmith/video/9000000000000000150,3,3,1,20.333333333333332,61,0.7011494252873564,3,1769270002,1769623284,1769270002,1769623284
151,109,38,1766933204,https://www.tiktok.com/@ethandaily6635/video/9000000000000000151,8,4,0.5,35,140,0.4605263157894737,3,1767435001,1769248138,1767435001,1769248138
152,183,34,1757879718,https://www.tiktok.com/@benjaminwalker/video/9000000000000000152,44,28,0.6363636363636364,21.357142857142858,598,0.39973262032085566,25,1757860118,1768694898,1757860118,1768694898
153,4,35,1767516552,https://www.tiktok.com/@emmathomas/video/9000000000000000153,5,5,1,30.4,152,0.8685714285714285,5,1767513126,1768479033,1767513126,1768479033
154,138,10,1760771815,https://www.tiktok.com/@isabellastudio9416/video/9000000000000000154,26,18,0.6923076923076923,5.722222222222222,103,0.3961538461538462,18,1754296863,1769232256,1754296863,1769232256
