video_id,creator_id,video_length_sec,published_at,video_url,impressions_n,watched_n,watch_rate,avg_watch_seconds_when_watched,total_watch_seconds,avg_watch_share,distinct_watchers_n,first_impression_at,last_impression_at,first_watch_at,last_watch_at
60,39,24,1758036182,https://www.tiktok.com/@avatv5794/video/9000000000000000060,4,3,0.75,11.666666666666666,35,0.3645833333333333,3,1758025074,1758877151,1758025074,1758877151
61,41,22,1756497019,https://www.tiktok.com/@noahjohnson_1/video/9000000000000000061,10,5,0.5,15.2,76,0.34545454545454546,5,1756499739,1758996773,1756499739,1758996773
62,9,44,1755034176,https://www.tiktok.com/@noahjohnson/video/9000000000000000062,39,25,0.6410256410256411,25.8,645,0.37587412587412583,22,1755002772,1758905176,1755002772,1758905176
63,29,23,1757049709,https://www.tiktok.com/@sophialee/video/9000000000000000063,11,8,0.7272727272727273,10.25,82,0.32411067193675885,7,1757312858,1758777253,1757312858,1758777253
64,25,36,1755114756,https://www.tiktok.com/@evelyndaily8703/video/9000000000000000064,37,21,0.5675675675675675,17.476190476190474,367,0.2755255255255255,20,1755196403,1758962809,1755196403,1758962809
65,23,23,1757744614,https://www.tiktok.com/@jameshub7877/video/9000000000000000065,11,8,0.7272727272727273,12.25,98,0.3873517786561265,7,1758101322,1759147286,1758101322,1759147286
66,29,29,1754420935,https://www.tiktok.com/@sophialee/video/9000000000000000066,56,38,0.6785714285714286,15.736842105263158,598,0.36822660098522164,30,1754371254,1759043902,1754371254,1759043902
67,40,17,1754139230,https://www.tiktok.com/@ameliataylor_1/video/9000000000000000067,116,79,0.6810344827586207,8.69620253164557,687,0.3483772819472617,57,1754093189,1758996688,1754093189,1758996688
68,23,35,1754977506,https://www.tiktok.com/@jameshub7877/video/9000000000000000068,39,24,0.6153846153846154,18,432,0.3164835164835165,22,1754977986,1759175967,1754977986,1759175967
69,40,35,1754228570,https://www.tiktok.com/@ameliataylor_1/video/9000000000000000069,96,67,0.6979166666666666,18.104477611940297,1213,0.36101190476190476,43,1754190316,1758975099,1754190316,1758975099
70,23,29,1754735996,https://www.tiktok.com/@jameshub7877/video/9000000000000000070,39,20,0.5128205128205128,18.6,372,0.32891246684350134,18,1754710533,1758975245,1754710533,1758975245
71,43,30,1757350676,https://www.tiktok.com/@jameswalker/video/9000000000000000071,4,2,0.5,11.5,23,0.19166666666666665,2,1757702677,1758877471,1757702677,1758877471
72,22,26,1756149087,https://www.tiktok.com/@lucaswilson/video/9000000000000000072,19,9,0.47368421052631576,14,126,0.25506072874493924,9,1756411248,1758647665,1756411248,1758647665
73,21,21,1759001361,https://www.tiktok.com/@jamesmiller/video/9000000000000000073,1,1,1,5,5,0.23809523809523808,1,1759042642,1759042642,1759042642,1759042642
74,40,41,1757889677,https://www.tiktok.com/@ameliataylor_1/video/9000000000000000074,14,8,0.5714285714285714,21.875,175,0.3048780487804878,7,1757838479,1759137413,1757838479,1759137413
75,24,16,1754483827,https://www.tiktok.com/@evelynjackson/video/9000000000000000075,42,31,0.7380952380952381,9.741935483870968,302,0.4494047619047619,28,1754465656,1758977471,1754465656,1758977471
76,25,41,1754940500,https://www.tiktok.com/@evelyndaily8703/video/9000000000000000076,40,26,0.65,21.03846153846154,547,0.3335365853658537,23,1754894245,1759108395,1754894245,1759108395
77,26,46,1757935495,https://www.tiktok.com/@noahlive7510/video/9000000000000000077,4,2,0.5,19.5,39,0.21195652173913043,2,1758154165,1759138340,1758154165,1759138340
78,3,16,1754723888,https://www.tiktok.com/@charlotteanderson/video/9000000000000000078,30,19,0.6333333333333333,6.7368421052631575,128,0.26666666666666666,15,1754706165,1759126861,1754706165,1759126861
79,31,35,1758259524,https://www.tiktok.com/@lucasjackson/video/9000000000000000079,3,2,0.6666666666666666,26,52,0.49523809523809526,2,1757638892,1758783321,1757638892,1758783321
80,27,37,1756591279,https://www.tiktok.com/@sophiasmith/video/9000000000000000080,11,7,0.6363636363636364,21.857142857142858,153,0.3759213759213759,7,1756530877,1759161044,1756530877,1759161044
81,55,26,1756186713,https://www.tiktok.com/@sophiafit8328/video/9000000000000000081,20,15,0.75,12.466666666666667,187,0.3596153846153846,14,1756200637,1759155976,1756200637,1759155976
82,24,52,1758935286,https://www.tiktok.com/@evelynjackson/video/9000000000000000082,3,0,0,NA,0,0,0,1758994019,1759140316,1758994019,1759140316
83,2,34,1754756759,https://www.tiktok.com/@isabelladaily931/video/9000000000000000083,29,16,0.5517241379310345,16.625,266,0.2697768762677485,16,1754736153,1758733897,1754736153,1758733897
84,28,32,1757848012,https://www.tiktok.com/@avalopez/video/9000000000000000084,9,4,0.4444444444444444,15.25,61,0.21180555555555555,4,1758034603,1759049386,1758034603,1759049386
85,39,34,1759086926,https://www.tiktok.com/@avatv5794/video/9000000000000000085,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
86,49,36,1757178135,https://www.tiktok.com/@sophiaofficial3334/video/9000000000000000086,13,7,0.5384615384615384,8.142857142857142,57,0.12179487179487179,7,1757339098,1758822370,1757339098,1758822370
87,28,36,1757042484,https://www.tiktok.com/@avalopez/video/9000000000000000087,13,11,0.8461538461538461,14,154,0.32905982905982906,11,1757042854,1758857443,1757042854,1758857443
88,29,33,1757322599,https://www.tiktok.com/@sophialee/video/9000000000000000088,11,8,0.7272727272727273,17,136,0.3746556473829201,8,1757315987,1759155558,1757315987,1759155558
89,50,16,1754496237,https://www.tiktok.com/@ethanstudio8286/video/9000000000000000089,62,49,0.7903225806451613,8.408163265306122,412,0.4153225806451613,33,1754439220,1759162521,1754439220,1759162521
90,28,21,1757996363,https://www.tiktok.com/@avalopez/video/9000000000000000090,3,2,0.6666666666666666,21,42,0.6666666666666666,2,1758010225,1758995493,1758010225,1758995493
91,22,24,1757131391,https://www.tiktok.com/@lucaswilson/video/9000000000000000091,11,7,0.6363636363636364,11.714285714285714,82,0.3106060606060606,7,1757229162,1759011189,1757229162,1759011189
92,27,33,1754987396,https://www.tiktok.com/@sophiasmith/video/9000000000000000092,28,17,0.6071428571428571,18.235294117647058,310,0.3354978354978355,15,1754978135,1759126915,1754978135,1759126915
93,48,10,1755398456,https://www.tiktok.com/@isabellahub287/video/9000000000000000093,22,14,0.6363636363636364,6.428571428571429,90,0.4090909090909091,13,1755396655,1758776648,1755396655,1758776648
94,27,35,1755045458,https://www.tiktok.com/@sophiasmith/video/9000000000000000094,49,36,0.7346938775510204,18.63888888888889,671,0.3912536443148688,33,1755064755,1759039081,1755064755,1759039081
95,5,24,1758646723,https://www.tiktok.com/@evelyndaily3219/video/9000000000000000095,4,2,0.5,14,28,0.2916666666666667,2,1754405673,1759158376,1754405673,1759158376
96,25,18,1758386278,https://www.tiktok.com/@evelyndaily8703/video/9000000000000000096,4,2,0.5,11.5,23,0.3194444444444444,2,1758709717,1759029360,1758709717,1759029360
97,57,38,1754715085,https://www.tiktok.com/@harpertaylor/video/9000000000000000097,42,31,0.7380952380952381,21.967741935483872,681,0.4266917293233083,23,1754727183,1758542252,1754727183,1758542252
98,21,24,1757194676,https://www.tiktok.com/@jamesmiller/video/9000000000000000098,6,5,0.8333333333333334,12.6,63,0.4375,5,1757204013,1758686384,1757204013,1758686384
99,8,34,1754581107,https://www.tiktok.com/@miastudio6290/video/9000000000000000099,59,29,0.4915254237288136,16.586206896551722,481,0.23978065802592222,27,1754529579,1759138823,1754529579,1759138823
100,10,20,1755388311,https://www.tiktok.com/@harperdavis/video/9000000000000000100,51,34,0.6666666666666666,10.264705882352942,349,0.34215686274509804,29,1755340408,1759175539,1755340408,1759175539
101,28,36,1755085448,https://www.tiktok.com/@avalopez/video/9000000000000000101,36,23,0.6388888888888888,18.217391304347824,419,0.32330246913580246,22,1755057940,1758999073,1755057940,1758999073
102,8,57,1754648723,https://www.tiktok.com/@miastudio6290/video/9000000000000000102,27,20,0.7407407407407407,32,640,0.4158544509421702,19,1754681444,1758968647,1754681444,1758968647
103,11,19,1754115968,https://www.tiktok.com/@masonfit2333/video/9000000000000000103,76,51,0.6710526315789473,10.823529411764707,552,0.3822714681440443,35,1754096431,1758819265,1754096431,1758819265
104,5,40,1757337111,https://www.tiktok.com/@evelyndaily3219/video/9000000000000000104,9,6,0.6666666666666666,20.666666666666668,124,0.34444444444444444,5,1757389820,1758939517,1757389820,1758939517
105,37,43,1758123659,https://www.tiktok.com/@charlottegarcia/video/9000000000000000105,14,10,0.7142857142857143,14.1,141,0.23421926910299004,7,1758074582,1759151173,1758074582,1759151173
106,34,22,1758614059,https://www.tiktok.com/@masonwilson/video/9000000000000000106,2,0,0,NA,0,0,0,1758621582,1758845240,1758621582,1758845240
107,3,22,1754019861,https://www.tiktok.com/@charlotteanderson/video/9000000000000000107,111,78,0.7027027027027027,12.85897435897436,1003,0.41072891072891077,50,1754014826,1758798206,1754014826,1758798206
108,5,19,1755547182,https://www.tiktok.com/@evelyndaily3219/video/9000000000000000108,25,20,0.8,11,220,0.4631578947368421,17,1755618148,1759175944,1755618148,1759175944
109,42,18,1759159939,https://www.tiktok.com/@noahlopez/video/9000000000000000109,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
110,35,41,1755172683,https://www.tiktok.com/@evelyntv920/video/9000000000000000110,53,39,0.7358490566037735,23.307692307692307,909,0.4183156925908882,36,1755145209,1759075242,1755145209,1759075242
111,12,23,1756379232,https://www.tiktok.com/@ethanstudio5228/video/9000000000000000111,9,4,0.4444444444444444,14.75,59,0.28502415458937197,4,1756411150,1758990727,1756411150,1758990727
112,41,24,1757709406,https://www.tiktok.com/@noahjohnson_1/video/9000000000000000112,13,7,0.5384615384615384,14.714285714285714,103,0.3301282051282052,7,1757825439,1759176057,1757825439,1759176057
113,22,45,1758090998,https://www.tiktok.com/@lucaswilson/video/9000000000000000113,3,3,1,28.666666666666668,86,0.637037037037037,3,1758341716,1758987357,1758341716,1758987357
114,42,36,1758734967,https://www.tiktok.com/@noahlopez/video/9000000000000000114,4,3,0.75,18,54,0.375,3,1758692307,1758975900,1758692307,1758975900
115,50,29,1758296262,https://www.tiktok.com/@ethanstudio8286/video/9000000000000000115,4,2,0.5,29,58,0.5,2,1758251753,1758999079,1758251753,1758999079
116,60,22,1757824480,https://www.tiktok.com/@ethanallen/video/9000000000000000116,4,2,0.5,7,14,0.1590909090909091,2,1758042201,1758848214,1758042201,1758848214
117,50,52,1758106080,https://www.tiktok.com/@ethanstudio8286/video/9000000000000000117,3,2,0.6666666666666666,26,52,0.3333333333333333,2,1758430099,1758696618,1758430099,1758696618
118,16,33,1754182051,https://www.tiktok.com/@emmamartin/video/9000000000000000118,64,42,0.65625,17.333333333333332,728,0.3446969696969697,32,1754157607,1759182981,1754157607,1759182981
119,34,36,1757099959,https://www.tiktok.com/@masonwilson/video/9000000000000000119,13,8,0.6153846153846154,18.375,147,0.3141025641025641,8,1757280106,1758537007,1757280106,1758537007
120,34,17,1757704963,https://www.tiktok.com/@masonwilson/video/9000000000000000120,9,6,0.6666666666666666,15.166666666666666,91,0.5947712418300654,6,1757774185,1758998441,1757774185,1758998441
121,43,38,1756562367,https://www.tiktok.com/@jameswalker/video/9000000000000000121,19,17,0.8947368421052632,18.470588235294116,314,0.43490304709141275,17,1756591180,1758911345,1756591180,1758911345
122,7,48,1758680657,https://www.tiktok.com/@emmalee/video/9000000000000000122,1,1,1,19,19,0.3958333333333333,1,1758775867,1758775867,1758775867,1758775867
123,55,29,1755636680,https://www.tiktok.com/@sophiafit8328/video/9000000000000000123,34,18,0.5294117647058824,15.777777777777779,284,0.2880324543610548,14,1754043772,1759173728,1754043772,1759173728
124,24,24,1755500627,https://www.tiktok.com/@evelynjackson/video/9000000000000000124,20,8,0.4,15.625,125,0.26041666666666663,8,1755631894,1758899737,1755631894,1758899737
125,51,35,1757897088,https://www.tiktok.com/@miadavis/video/9000000000000000125,12,8,0.6666666666666666,15.5,124,0.29523809523809524,8,1754024511,1759072748,1754024511,1759072748
126,3,30,1758693543,https://www.tiktok.com/@charlotteanderson/video/9000000000000000126,9,8,0.8888888888888888,25.375,203,0.7518518518518519,4,1758720815,1759155928,1758720815,1759155928
127,4,10,1756765970,https://www.tiktok.com/@emmatv9884/video/9000000000000000127,9,7,0.7777777777777778,6.142857142857143,43,0.47777777777777775,7,1756728322,1758565868,1756728322,1758565868
128,24,21,1755036361,https://www.tiktok.com/@evelynjackson/video/9000000000000000128,39,28,0.717948717948718,12.178571428571429,341,0.4163614163614163,25,1755000615,1759181980,1755000615,1759181980
129,2,37,1758592792,https://www.tiktok.com/@isabelladaily931/video/9000000000000000129,2,2,1,37,74,1,2,1758792043,1758877261,1758792043,1758877261
130,59,10,1754636377,https://www.tiktok.com/@elijahtaylor/video/9000000000000000130,47,26,0.5531914893617021,5,130,0.2765957446808511,24,1754615845,1758800873,1754615845,1758800873
131,14,48,1755474919,https://www.tiktok.com/@ameliataylor/video/9000000000000000131,23,15,0.6521739130434783,23.866666666666667,358,0.3242753623188406,13,1755841803,1759160271,1755841803,1759160271
132,31,31,1754095037,https://www.tiktok.com/@lucasjackson/video/9000000000000000132,59,47,0.7966101694915254,20.72340425531915,974,0.5325314379442317,38,1754098548,1758845938,1754098548,1758845938
133,52,22,1757725661,https://www.tiktok.com/@miatv693/video/9000000000000000133,9,6,0.6666666666666666,7.5,45,0.22727272727272727,6,1754524858,1758797242,1754524858,1758797242
134,22,40,1758505068,https://www.tiktok.com/@lucaswilson/video/9000000000000000134,0,0,NA,NA,0,NA,0,NA,NA,NA,NA
135,56,36,1757324546,https://www.tiktok.com/@masonhall/video/9000000000000000135,11,8,0.7272727272727273,17.375,139,0.351010101010101,8,1757350686,1759117055,1757350686,1759117055
136,53,21,1756616319,https://www.tiktok.com/@charlotteyoung/video/9000000000000000136,29,23,0.7931034482758621,13.652173913043478,314,0.5155993431855501,21,1756658320,1759129433,1756658320,1759129433
137,3,33,1755384942,https://www.tiktok.com/@charlotteanderson/video/9000000000000000137,21,15,0.7142857142857143,12.133333333333333,182,0.26262626262626265,15,1755330607,1758993407,1755330607,1758993407
138,36,31,1754967808,https://www.tiktok.com/@henrythomas/video/9000000000000000138,40,25,0.625,18.84,471,0.37983870967741934,23,1755011342,1758999292,1755011342,1758999292
139,48,45,1756481554,https://www.tiktok.com/@isabellahub287/video/9000000000000000139,19,9,0.47368421052631576,26.11111111111111,235,0.27485380116959063,8,1756513216,1758603016,1756513216,1758603016
140,20,20,1754974631,https://www.tiktok.com/@sophiajohnson/video/9000000000000000140,37,25,0.6756756756756757,12.84,321,0.4337837837837838,21,1754965656,1758910226,1754965656,1758910226
141,7,22,1754589795,https://www.tiktok.com/@emmalee/video/9000000000000000141,50,32,0.64,12.6875,406,0.3690909090909091,23,1754538237,1758880786,1754538237,1758880786
142,40,47,1754321980,https://www.tiktok.com/@ameliataylor_1/video/9000000000000000142,61,42,0.6885245901639344,27.571428571428573,1158,0.40390652249738407,32,1754266051,1759131397,1754266051,1759131397
143,46,26,1758822223,https://www.tiktok.com/@benjaminhub4825/video/9000000000000000143,1,0,0,NA,0,0,0,1754043820,1754043820,1754043820,1754043820
144,7,34,1755691264,https://www.tiktok.com/@emmalee/video/9000000000000000144,19,11,0.5789473684210527,20,220,0.34055727554179566,10,1754024854,1759181597,1754024854,1759181597
145,33,36,1758338452,https://www.tiktok.com/@masonyoung/video/9000000000000000145,4,2,0.5,21.5,43,0.2986111111111111,2,1758363693,1758979603,1758363693,1758979603
146,42,26,1754782248,https://www.tiktok.com/@noahlopez/video/9000000000000000146,48,28,0.5833333333333334,12.571428571428571,352,0.28205128205128205,26,1754827445,1759155385,1754827445,1759155385
147,18,27,1756340677,https://www.tiktok.com/@masonofficial3682/video/9000000000000000147,40,25,0.625,14,350,0.32407407407407407,11,1756342040,1759155926,1756342040,1759155926
148,41,38,1757255703,https://www.tiktok.com/@noahjohnson_1/video/9000000000000000148,16,6,0.375,27.333333333333332,164,0.26973684210526316,5,1757309925,1758934409,1757309925,1758934409
149,47,52,1758227758,https://www.tiktok.com/@avawalker_1/video/9000000000000000149,6,6,1,32.333333333333336,194,0.6217948717948718,6,1758272939,1759117990,1758272939,1759117990
150,3,41,1756247515,https://www.tiktok.com/@charlotteanderson/video/9000000000000000150,27,12,0.4444444444444444,15.166666666666666,182,0.1644083107497742,9,1756193625,1759161917,1756193625,1759161917
151,22,34,1755875594,https://www.tiktok.com/@lucaswilson/video/9000000000000000151,45,20,0.4444444444444444,13.85,277,0.18104575163398692,17,1755840627,1759166592,1755840627,1759166592
152,6,37,1758341552,https://www.tiktok.com/@avagarcia/video/9000000000000000152,2,2,1,37,74,1,2,1758399434,1758642201,1758399434,1758642201
153,19,31,1754605882,https://www.tiktok.com/@elijahtv1416/video/9000000000000000153,54,43,0.7962962962962963,19.58139534883721,842,0.5029868578255675,26,1754526727,1758579256,1754526727,1758579256
154,19,32,1755745097,https://www.tiktok.com/@elijahtv1416/video/9000000000000000154,22,11,0.5,24,264,0.375,9,1756122998,1759117199,1756122998,1759117199
155,26,42,1757335243,https://www.tiktok.com/@noahlive7510/video/9000000000000000155,10,7,0.7,22.714285714285715,159,0.37857142857142856,7,1757586830,1758882946,1757586830,1758882946
