impression_id,session_id,user_id,video_id,creator_id,shown_at,feed_rank,source_bucket,score_category_match,score_creator_match,score_satiation_penalty,score_total,mission_ids,creator_display_name
51,11,26,651,103,2025-08-01T01:52:39Z,12,explore,0.7647333772181847,0,0.039999999999999994,0.16507669519182003,,Evelyn fit
52,11,26,1243,84,2025-08-01T01:52:49Z,13,preferred_new,1.0039991296606339,0.020079982593212677,0.04599999999999999,0.45816875977969107,,Amelia Moore
53,12,31,3901,191,2025-08-01T14:18:51Z,1,preferred_new,0.5488622834130821,0,0,0.27898270644072554,,Amelia hub
54,12,31,3901,191,2025-08-01T14:19:22Z,2,preferred_new,0.5488622834130821,0.040450929878787956,0.046,0.26038562488618017,,Amelia hub
55,12,31,143,177,2025-08-01T14:20:02Z,3,preferred_new,1.0931249591154797,0,0.112,0.3653756678695062,,James media
56,12,31,1345,45,2025-08-01T14:20:19Z,4,preferred_new,0.7215652185505153,0,0.13,0.4205729476133906,,Lucas Garcia
57,12,31,4002,117,2025-08-01T14:20:53Z,5,explore,-0.4348797599356167,0,0.184,-0.4854273995137064,,Ethan official
58,12,31,2675,45,2025-08-01T14:21:09Z,6,preferred_new,0.19665142945584344,0.054431304371010306,0.204,0.022450849446586263,,Lucas Garcia
59,12,31,1004,164,2025-08-01T14:21:35Z,7,known,0.7477190888406132,0,0.238,0.3733951855241764,,James tv
60,12,31,265,8,2025-08-01T14:22:09Z,8,explore,0.6144069820081706,0,0.29,-0.28819101725024465,,Mia hub
61,12,31,1782,49,2025-08-01T14:22:12Z,9,known,0.08593951471062251,0,0.27999999999999997,-0.15702820432698422,,Sophia official
62,12,31,974,164,2025-08-01T14:22:22Z,10,preferred_new,0.7477190888406132,0.054954381776812264,0.288,0.3581246573237418,,James tv
63,13,32,1869,54,2025-08-01T12:02:30Z,1,explore,-0.8564592742506784,0,0,-0.5900318615962743,,Noah fit
64,13,32,3944,176,2025-08-01T12:03:07Z,2,preferred_new,-0.14228194638288913,0,0.06199999999999999,-0.24208326514887793,,Isabella Miller
65,13,32,3992,205,2025-08-01T12:03:50Z,3,preferred_new,0.2883873445122138,0,0.12999999999999998,0.09456288504405008,,Ethan fit
66,14,39,3631,120,2025-08-01T05:35:12Z,1,explore,0.02500510333726412,0,0,0.005142206058110582,,Charlotte fit
67,14,39,1908,63,2025-08-01T05:35:16Z,2,explore,0.42101085134035077,0,0,-0.07078739107321641,,Lucas hub
68,15,46,1870,28,2025-08-01T01:45:49Z,1,known,-1.360908169549428,0,0,-1.3845903102071282,,Ava Hall
69,16,60,901,8,2025-08-01T10:12:42Z,1,preferred_new,-0.3469256452505031,0,0,-0.2810572249683826,,Mia hub
70,17,60,4216,208,2025-08-01T21:48:55Z,1,explore,-0.15217027794502877,0,0.011999999999999999,-0.14184401399760205,,Mia live
71,17,60,427,196,2025-08-01T21:49:20Z,2,known,0.21987153670548282,0,0.049999999999999996,0.09180538774745273,,Amelia Davis
72,17,60,3944,176,2025-08-01T21:49:24Z,3,preferred_new,-0.03130034084639421,0,0.039999999999999994,-0.15234522155015623,,Isabella Miller
73,17,60,3513,60,2025-08-01T21:49:27Z,4,known,0.02003460634004381,0,0.029999999999999992,1.336052321395942e-4,,Ethan daily
74,18,64,1243,84,2025-08-01T17:26:11Z,1,preferred_new,-1.2368416704572338e-4,0,0,-0.16674706137524636,,Amelia Moore
75,18,64,3661,206,2025-08-01T17:26:54Z,2,preferred_new,0.30925594510362847,0,0.074,0.19737191987291405,,Amelia Smith
76,19,65,4216,208,2025-08-01T19:15:33Z,1,explore,0.8394157576929698,0,0,0.5122869091670971,,Mia live
77,19,65,1316,32,2025-08-01T19:15:59Z,2,known,0.6868311740197847,0,0.038,0.24715137422397113,,Emma tv
78,19,65,2313,94,2025-08-01T19:16:19Z,3,preferred_new,0.3943908745394157,0,0.060000000000000005,0.15279851289506466,,Sophia-Miller
79,19,65,2070,93,2025-08-01T19:16:33Z,4,preferred_new,1.2884663928744777,0,0.07400000000000001,0.4783031553684105,,Elijah studio
80,19,65,2441,147,2025-08-01T19:17:01Z,5,explore,-0.8017192259851841,0,0.11400000000000002,-0.5789841635570364,,Lucas Martin
81,19,65,1870,28,2025-08-01T19:17:35Z,6,preferred_new,0.8394157576929698,0,0.17,-0.09037975749956961,,Ava Hall
82,19,65,717,114,2025-08-01T19:18:33Z,7,preferred_new,0.24337358344464682,0,0.274,-0.40545161520542405,,Benjamin tv
83,19,65,1023,101,2025-08-01T19:18:43Z,8,preferred_new,1.2205925558888489,0,0.276,0.494807383549974,,Emma daily
84,19,65,2665,197,2025-08-01T19:18:59Z,9,preferred_new,1.601769354084728,0,0.29200000000000004,0.8186611912661845,,Elijah Wilson
85,19,65,2730,79,2025-08-01T19:19:36Z,10,preferred_new,1.2884663928744777,0,0.35000000000000003,0.4575031553684106,,Benjamin Johnson
86,19,65,2644,213,2025-08-01T19:20:16Z,11,known,0.8394157576929698,0,0.41800000000000004,0.0867757980559859,,Logan Garcia
87,20,65,2675,45,2025-08-01T16:42:07Z,1,preferred_new,1.1183151905687607,0,0.41600000000000004,0.4274382072030278,,Lucas Garcia
88,20,65,2675,45,2025-08-01T16:42:30Z,2,preferred_new,1.1183151905687607,0.04903297047804188,0.45,0.4223030439181466,,Lucas Garcia
89,20,65,265,8,2025-08-01T16:42:32Z,3,explore,0.5368286922901002,0,0.44,-0.4586169055669905,,Mia hub
90,20,65,2675,45,2025-08-01T16:43:29Z,4,explore,1.1183151905687607,0.07041861487985626,0.54,0.35992658389896304,,Lucas Garcia
91,20,65,799,99,2025-08-01T16:43:49Z,5,explore,0.6740562295825585,0,0.5680000000000001,0.06151432700644072,,Olivia daily
92,21,65,2970,33,2025-08-01T14:44:06Z,1,preferred_new,0.8394157576929698,0,0.562,-0.18175753527734745,,Mason daily
93,21,65,1345,45,2025-08-01T14:44:28Z,2,preferred_new,1.033239589415902,0.11440684942393739,0.5880000000000001,0.30824437091666373,,Lucas Garcia
94,21,65,3992,205,2025-08-01T14:45:03Z,3,explore,-0.8017192259851841,0,0.6420000000000001,-1.0236063857792588,,Ethan fit
95,21,65,3661,206,2025-08-01T14:45:40Z,4,explore,0.912647542582289,0,0.7000000000000001,0.08877645823404334,,Amelia Smith
96,21,65,974,164,2025-08-01T14:46:04Z,5,preferred_new,0.8394157576929698,0,0.7340000000000001,0.036198020278208065,,James tv
97,21,65,1345,45,2025-08-01T14:46:19Z,6,preferred_new,1.033239589415902,0.1727835042237767,0.7480000000000001,0.20651386557659135,,Lucas Garcia
98,22,65,4216,208,2025-08-01T08:24:01Z,1,preferred_new,0.8394157576929698,0.056788315153859396,0.7440000000000001,-0.05735834901366621,,Mia live
99,22,65,1243,84,2025-08-01T08:24:19Z,2,preferred_new,0.3943908745394157,0,0.7620000000000001,-0.5199125982160466,,Amelia Moore
100,23,65,1023,101,2025-08-01T09:08:46Z,1,preferred_new,1.2205925558888489,0.04804821475414062,0.7680000000000001,0.12282908018933714,,Emma daily
101,23,65,1870,28,2025-08-01T09:08:48Z,2,preferred_new,0.8394157576929698,0.056788315153859396,0.7580000000000001,-0.535225015680333,,Ava Hall
102,24,66,1243,84,2025-08-01T06:12:33Z,1,preferred_new,-0.0928529687165408,0,0,-0.22702109633241818,,Amelia Moore
103,24,66,2819,6,2025-08-01T06:13:18Z,2,preferred_new,1.1548559222995534,0,0.074,0.6803452383835985,,Ava Lee
104,24,66,2822,166,2025-08-01T06:13:23Z,3,explore,0.3752631812892747,0,0.064,0.2482766233935841,,Henry official
105,25,70,974,164,2025-08-01T17:17:44Z,1,explore,-1.81688456323328,0,0,-1.103197188323854,,James tv
106,25,70,3944,176,2025-08-01T17:17:59Z,2,preferred_new,1.141115125689445,0,0.016,0.6289248316981392,,Isabella Miller
107,25,70,4002,117,2025-08-01T17:18:41Z,3,explore,0.35889869628079024,0,0.084,0.11052859702695808,,Ethan official
108,25,70,4270,54,2025-08-01T17:18:51Z,4,preferred_new,1.010586715967249,0,0.08800000000000001,0.5975924764898229,,Noah fit
109,25,70,799,99,2025-08-01T17:19:18Z,5,known,2.2611338241588483,0,0.13,1.263514763481029,,Olivia daily
110,25,70,181,174,2025-08-01T17:19:30Z,6,preferred_new,0.8903713692087337,0,0.13799999999999998,0.5016747233190102,,Henry Davis
111,25,70,2888,1,2025-08-01T17:19:42Z,7,preferred_new,2.2611338241588483,0,0.14399999999999996,1.3656480968143627,,Evelyn live
112,25,70,2675,45,2025-08-01T17:20:12Z,8,known,-0.23685893928426813,0,0.18599999999999994,-0.4494249772014409,,Lucas-Garcia
113,25,70,3318,52,2025-08-01T17:20:17Z,9,preferred_new,2.2611338241588483,0,0.17599999999999993,1.2733814301476958,,Mia media
114,25,70,1904,19,2025-08-01T17:20:43Z,10,preferred_new,2.2611338241588483,0,0.2119999999999999,1.2223592079254737,,Elijah Martin
115,25,70,4270,54,2025-08-01T17:20:48Z,11,explore,1.010586715967249,0.060211734319344984,0.2019999999999999,0.5334877569335282,,Noah fit
116,26,73,589,170,2025-08-01T08:53:25Z,1,known,-0.661596519667922,0,0,-0.8411488488952604,,Harper Garcia
117,27,73,1261,10,2025-08-01T20:21:10Z,1,known,-0.39128397533090853,0,0,-0.22100125063175724,,Harper Garcia
118,27,73,96,21,2025-08-01T20:21:15Z,2,known,-0.1263373489190664,0,0,-0.20434149901961535,,James media
119,27,73,2888,1,2025-08-01T20:21:18Z,3,preferred_new,0.42648845707099003,0,0,0.2883286082072546,,The Evelyn live
120,27,73,2493,212,2025-08-01T20:21:29Z,4,preferred_new,-0.0010291430299014803,0,0.006,-0.016580054080547066,,The Charlotte studio
121,27,73,3449,98,2025-08-01T20:21:32Z,5,preferred_new,0.9377479863075338,0,0,0.5539806355443414,,Elijah live
122,27,73,739,85,2025-08-01T20:21:56Z,6,known,-0.813231746001423,0,0.036,-0.5240673015675917,,Benjamin daily
123,28,73,3890,52,2025-08-01T08:51:24Z,1,preferred_new,-0.042798544992956454,0,0.047999999999999994,-0.14399683202319946,,Mia media
124,28,73,3631,120,2025-08-01T08:51:40Z,2,preferred_new,0.4974986933718008,0,0.064,0.2610630395805594,,Charlotte fit
125,29,73,1871,3,2025-08-01T18:11:53Z,1,explore,-0.1263373489190664,0,0.078,-0.2889637212418376,,Charlotte Jackson
126,30,73,3449,98,2025-08-01T07:16:33Z,1,preferred_new,0.9377479863075338,0.05875495972615068,0.07200000000000001,0.5228203674211093,,Elijah live
127,30,73,3901,191,2025-08-01T07:16:41Z,2,preferred_new,-0.3008889315274992,0,0.07600000000000001,-0.33415558327065226,,Amelia hub
128,31,75,2675,45,2025-08-01T09:41:37Z,1,preferred_new,-0.25659738870586113,0,0,-0.1334549693254764,,Lucas Garcia
129,31,75,3091,181,2025-08-01T09:41:59Z,2,explore,0.10298545315170642,0,0.025999999999999995,0.12391832232638696,,The Harper Garcia
130,31,75,911,5,2025-08-01T09:42:01Z,3,preferred_new,1.3165571529466824,0,0.015999999999999993,0.7429621494153434,,Evelyn official
131,31,75,2819,6,2025-08-01T09:42:23Z,4,preferred_new,1.3165571529466824,0,0.04799999999999999,0.8062510383042325,,Ava Lee
132,31,75,4002,117,2025-08-01T09:42:52Z,5,preferred_new,0.3243425546596027,0,0.088,0.08486710497318618,,Ethan official
133,31,75,3536,154,2025-08-01T09:42:57Z,6,preferred_new,0.3243425546596027,0,0.078,0.13731154941763063,,Henry Lee
134,31,75,429,93,2025-08-01T09:43:01Z,7,preferred_new,0.767863018170817,0,0.068,0.5224887395888088,,Elijah studio
135,31,75,3736,109,2025-08-01T09:43:32Z,8,preferred_new,0.36711729941770266,0,0.116,0.20138180017706225,,Ethan Young
136,31,75,1644,106,2025-08-01T09:43:50Z,9,known,-1.198952402208441,0,0.134,-0.9865190614354866,,Charlotte Moore
137,31,75,3632,101,2025-08-01T09:43:53Z,10,known,-1.198952402208441,0,0.12400000000000001,-0.800741283657709,,Emma daily
138,31,75,143,177,2025-08-01T09:43:57Z,11,explore,-1.1330718560001705,0,0.11400000000000002,-1.0832522619556664,,James media
139,32,76,2665,197,2025-08-01T18:09:59Z,1,preferred_new,0.6641249009454017,0,0,0.44279229672562215,,Elijah Wilson
140,32,76,3661,206,2025-08-01T18:10:34Z,2,known,-0.961498154630634,0,0.05799999999999999,-0.7958182449543565,,Amelia Smith
141,33,78,4002,117,2025-08-01T19:44:12Z,1,explore,-0.7308844797336406,0,0,-0.5306304673824219,,Ethan official
142,33,78,799,99,2025-08-01T19:44:36Z,2,preferred_new,0.3487614561183445,0,0.036,0.2756727242547018,,Olivia daily
143,33,78,1345,45,2025-08-01T19:45:08Z,3,explore,0.049096385387504216,0,0.084,0.02026820605743329,,Lucas Garcia
144,34,80,2028,66,2025-08-01T13:52:48Z,1,preferred_new,0.8992725707370415,0,0,0.66230494875685475,,Olivia Lee
145,34,80,3631,120,2025-08-01T13:52:50Z,2,preferred_new,0.7035922073456383,0,0,0.4462238236635538,,Charlotte fit
146,34,80,2644,213,2025-08-01T13:52:54Z,3,explore,0.14756913233049584,0,0,0.15147549157037787,,Logan Garcia
147,34,80,181,174,2025-08-01T13:53:23Z,4,preferred_new,1.0281885891524678,0,0.046,0.6648559162824375,,Henry Davis
148,34,80,2888,1,2025-08-01T13:53:59Z,5,preferred_new,1.1065932238358485,0,0.10200000000000001,0.6487967066044126,,Evelyn live
149,34,80,125,114,2025-08-01T13:54:28Z,6,explore,-0.17261947816847334,0,0.144,-0.21629154969839656,,Benjamin tv
150,34,80,2719,38,2025-08-01T13:54:33Z,7,known,1.1065932238358485,0,0.13399999999999998,0.3543078177155238,,Mia daily
151,34,80,2719,38,2025-08-01T13:54:38Z,8,known,1.1065932238358485,0.02213186447671697,0.12399999999999999,0.37226715673004634,,Mia daily
152,34,80,972,38,2025-08-01T13:55:19Z,9,known,0.12295984699073442,0.08382109166389959,0.18999999999999997,-0.2921343859850456,,Mia daily
153,34,80,972,38,2025-08-01T13:55:32Z,10,known,0.12295984699073442,0.0940775509809626,0.19799999999999995,-0.2939189792923672,,Mia daily
154,34,80,429,93,2025-08-01T13:56:11Z,11,explore,-0.37891532780307385,0,0.26399999999999996,-0.3797171852942202,,Elijah studio
155,34,80,125,114,2025-08-01T13:56:14Z,12,preferred_new,-0.17261947816847334,-0.0034523895633694667,0.25399999999999995,-0.3058451250019128,,Benjamin tv
156,34,80,4002,117,2025-08-01T13:56:31Z,13,explore,-0.5750062705315414,0,0.27199999999999996,-0.6469096314010575,,Ethan official
157,35,80,2880,112,2025-08-01T00:05:28Z,1,explore,0.12295984699073442,0,0.27799999999999997,-0.33136498834491146,,Ethan live
158,35,80,1904,19,2025-08-01T00:05:30Z,2,preferred_new,1.1065932238358485,0,0.26799999999999996,0.4271078177155237,,Elijah Martin
159,35,80,1345,45,2025-08-01T00:05:34Z,3,preferred_new,0.5020916991005333,0,0.25799999999999995,0.17551515997090228,,Lucas Garcia
160,35,80,2888,1,2025-08-01T00:05:36Z,4,preferred_new,1.1065932238358485,0.062131864476716966,0.24799999999999994,0.5599560456189352,,The Evelyn live
161,35,80,2271,128,2025-08-01T00:05:41Z,5,preferred_new,0.8992725707370415,0,0.23799999999999993,0.3830160598679659,,Evelyn Allen
162,35,80,3091,181,2025-08-01T00:05:44Z,6,preferred_new,1.0281885891524678,0,0.22799999999999992,0.5637003607268818,,Harper Garcia
163,36,80,901,8,2025-08-01T17:57:15Z,1,preferred_new,-0.03697821812474446,0,0.22799999999999992,-0.2619913973366394,,Mia hub
164,36,80,3513,60,2025-08-01T17:57:18Z,2,preferred_new,0.6270811780831722,0,0.21799999999999992,0.24431387686517309,,Ethan daily
165,36,80,2888,1,2025-08-01T17:57:40Z,3,preferred_new,1.1065932238358485,0.0830210916638996,0.24399999999999988,0.5725561978531675,,Evelyn live
166,36,80,3318,52,2025-08-01T17:57:56Z,4,preferred_new,1.1065932238358485,0,0.2599999999999999,0.45573003993774597,,Mia media
167,36,80,3980,94,2025-08-01T17:58:20Z,5,preferred_new,1.0281885891524678,0,0.2959999999999999,0.5315225829491041,,Sophia Miller
168,36,80,265,8,2025-08-01T17:58:36Z,6,known,-1.1151180525753,-7.395643624948892e-4,0.3099999999999999,-1.6087150936926233,,Mia hub
169,36,80,2880,112,2025-08-01T17:59:00Z,7,explore,0.12295984699073442,0.0024591969398146886,0.34599999999999986,-0.38465834972199475,,Ethan live
170,36,80,2028,66,2025-08-01T17:59:20Z,8,preferred_new,0.8992725707370415,0.01798545141474083,0.36999999999999983,0.3743984018934882,,Olivia Lee
171,36,80,3944,176,2025-08-01T17:59:53Z,9,preferred_new,0.03814500608376098,0,0.4219999999999998,-0.41280574604555526,,Isabella Miller
172,37,83,3992,205,2025-08-01T11:15:14Z,1,explore,0.6108424463424941,0,0,0.4081587012337322,,Ethan fit
173,37,83,3320,38,2025-08-01T11:15:50Z,2,known,-0.0896125168509534,0,0.05799999999999999,-0.13798146928645302,,Mia daily
174,38,87,911,5,2025-08-01T08:18:10Z,1,preferred_new,1.3628380672201963,0,0,0.7858447436931275,,Evelyn official
175,38,87,2271,128,2025-08-01T08:18:21Z,2,preferred_new,1.131780324434322,0,0.004,0.7213460997711983,,The Evelyn Allen
176,38,87,2242,161,2025-08-01T08:18:25Z,3,preferred_new,1.3628380672201963,0,0,0.5414002992486832,,Liam official
177,38,87,427,196,2025-08-01T08:18:28Z,4,preferred_new,0.6389849030320002,0,0,0.404229075859689,,Amelia Davis
178,39,90,2675,45,2025-08-01T16:42:09Z,1,preferred_new,0.07873294911919367,0,0,0.08450975026080922,,Lucas Garcia
179,40,94,3513,60,2025-08-01T19:40:25Z,1,preferred_new,-0.7471319312351555,0,0,-0.47452464419174,,Ethan daily
180,41,94,3098,115,2025-08-01T10:46:49Z,1,preferred_new,1.192087135353809,0,0,0.8081899713133092,,Mason media
181,41,94,2819,6,2025-08-01T10:46:53Z,2,known,0.1379655351758094,0,0,-0.101433513246835,,Ava Lee
182,42,96,3944,176,2025-08-01T05:36:56Z,1,known,-0.5324607524412703,0,0,-0.44609948908682573,,Isabella Miller
183,43,96,799,99,2025-08-01T15:45:34Z,1,explore,0.09162922107569921,0,0.007999999999999998,0.13093677147698227,,Olivia daily
184,43,96,4161,191,2025-08-01T15:46:05Z,2,preferred_new,0.22622736881884897,0,0.05599999999999999,-0.0421966547121926,,Amelia hub
185,44,97,3661,206,2025-08-01T22:09:46Z,1,preferred_new,0.3942520536348807,0,0,0.311819390418228,,The Amelia Smith
186,45,101,427,196,2025-08-01T02:34:20Z,1,preferred_new,-0.3678435974281495,0,0,-0.25020944943940826,,Amelia Davis
187,45,101,3631,120,2025-08-01T02:34:32Z,2,preferred_new,0.008626177479640082,0,0.011999999999999999,-0.015104095749345044,,Charlotte fit
188,45,101,48,99,2025-08-01T02:34:57Z,3,known,-1.3541025767848762,0,0.04599999999999999,-0.9947444526879473,,Olivia daily
189,46,101,2574,12,2025-08-01T18:45:30Z,1,explore,-0.17878844759596108,0,0.05999999999999999,-0.3086569353818191,,Ethan official
190,46,101,427,196,2025-08-01T18:46:15Z,2,preferred_new,-0.3678435974281495,0.010243128051437012,0.13199999999999998,-0.3512000418162616,,Amelia Davis
191,47,103,901,8,2025-08-01T15:23:31Z,1,preferred_new,-0.11948548689457213,0,0,-0.13322112203702743,,Mia hub
192,48,105,2242,161,2025-08-01T00:13:41Z,1,explore,-1.2661186943067775,0,0,-1.1674215957438498,,Liam official
193,48,105,2719,38,2025-08-01T00:13:44Z,2,preferred_new,0.9276408533523115,0,0,0.5251887769012247,,Mia daily
194,48,105,160,21,2025-08-01T00:14:24Z,3,preferred_new,0.035570574224741636,0,0.066,-0.12967912675391796,,James media
195,48,105,2701,40,2025-08-01T00:14:27Z,4,known,0.08637632696662012,0,0.056,-0.19976649858280804,,Amelia hub
196,48,105,3320,38,2025-08-01T00:14:47Z,5,preferred_new,0.5070085901594659,0.05855281706704623,0.078,0.26017101795049036,,Mia daily
197,48,105,429,93,2025-08-01T00:14:50Z,6,known,-0.6810298210486847,0,0.068,-0.4192916059038672,,The Elijah studio
198,48,105,2730,79,2025-08-01T00:15:22Z,7,known,0.8454268382522475,0,0.116,0.35672744486396085,,Benjamin Johnson
199,48,105,143,177,2025-08-01T00:16:04Z,8,preferred_new,1.6351684715703023,0,0.184,0.660103950965141,,James media
200,48,105,3631,120,2025-08-01T00:16:13Z,9,preferred_new,0.5961745450399498,0,0.186,0.22760234316485625,,Charlotte fit
201,49,110,4270,54,2025-08-01T08:32:12Z,1,explore,0.37854543125131834,0,0,0.25716564142446807,,Noah fit
202,50,110,799,99,2025-08-01T17:10:05Z,1,preferred_new,0.9481269291863053,0,0,0.6940602817488761,,Olivia daily
203,50,110,649,25,2025-08-01T17:10:35Z,2,known,0.34367550694707283,0,0.047999999999999994,0.15165574618226405,,Evelyn media
204,50,110,1904,19,2025-08-01T17:11:03Z,3,explore,0.9481269291863053,0,0.08600000000000001,0.46970472619332054,,Elijah Martin
