session_id,user_id,login_at,logout_at,session_duration_sec,videos_viewed,watch_seconds
153,250,2025-08-01T01:27:17Z,2025-08-01T01:28:20Z,63,5,52
154,255,2025-08-01T20:29:37Z,2025-08-01T20:30:52Z,75,4,66
155,255,2025-08-01T00:36:02Z,2025-08-01T00:36:48Z,46,4,34
156,264,2025-08-01T01:46:36Z,2025-08-01T01:46:43Z,7,1,6
157,264,2025-08-01T15:57:05Z,2025-08-01T15:57:42Z,37,4,26
158,265,2025-08-01T13:33:58Z,2025-08-01T13:35:11Z,73,6,55
159,265,2025-08-01T18:31:25Z,2025-08-01T18:32:26Z,61,2,57
160,266,2025-08-01T13:55:31Z,2025-08-01T13:56:34Z,63,3,55
161,270,2025-08-01T07:35:38Z,2025-08-01T07:36:18Z,40,2,33
162,271,2025-08-01T05:03:58Z,2025-08-01T05:07:21Z,203,9,182
163,273,2025-08-01T12:18:06Z,2025-08-01T12:18:47Z,41,2,37
164,274,2025-08-01T05:58:55Z,2025-08-01T06:00:18Z,83,5,70
165,275,2025-08-01T02:10:11Z,2025-08-01T02:12:23Z,132,6,115
166,275,2025-08-01T07:25:02Z,2025-08-01T07:25:09Z,7,1,4
167,276,2025-08-01T22:02:32Z,2025-08-01T22:02:35Z,3,1,1
168,280,2025-08-01T04:03:35Z,2025-08-01T04:06:06Z,151,7,130
169,280,2025-08-01T12:56:33Z,2025-08-01T12:59:34Z,181,12,147
170,285,2025-08-01T09:45:18Z,2025-08-01T09:45:21Z,3,1,2
171,285,2025-08-01T04:32:46Z,2025-08-01T04:32:57Z,11,1,9
172,289,2025-08-01T13:19:38Z,2025-08-01T13:19:42Z,4,1,2
173,289,2025-08-01T12:45:04Z,2025-08-01T12:45:41Z,37,2,32
174,289,2025-08-01T07:49:19Z,2025-08-01T07:50:44Z,85,7,67
175,291,2025-08-01T00:22:43Z,2025-08-01T00:23:15Z,32,3,24
176,295,2025-08-01T13:35:20Z,2025-08-01T13:35:31Z,11,2,6
177,295,2025-08-01T12:14:58Z,2025-08-01T12:18:22Z,204,9,174
178,295,2025-08-01T04:06:35Z,2025-08-01T04:07:20Z,45,3,40
179,296,2025-08-01T01:02:12Z,2025-08-01T01:03:32Z,80,5,61
180,302,2025-08-01T06:23:33Z,2025-08-01T06:25:06Z,93,4,81
181,303,2025-08-01T12:03:08Z,2025-08-01T12:03:50Z,42,3,33
182,303,2025-08-01T16:36:44Z,2025-08-01T16:38:31Z,107,5,99
183,303,2025-08-01T07:17:53Z,2025-08-01T07:18:18Z,25,4,13
184,307,2025-08-01T01:37:59Z,2025-08-01T01:41:32Z,213,14,174
185,307,2025-08-01T20:50:33Z,2025-08-01T20:52:07Z,94,5,79
186,307,2025-08-01T04:42:59Z,2025-08-01T04:43:12Z,13,1,11
187,308,2025-08-01T20:50:22Z,2025-08-01T20:52:07Z,105,7,87
188,312,2025-08-01T21:52:45Z,2025-08-01T21:52:56Z,11,1,7
189,312,2025-08-01T22:04:11Z,2025-08-01T22:04:59Z,48,6,26
190,314,2025-08-01T20:01:29Z,2025-08-01T20:02:12Z,43,2,39
191,314,2025-08-01T06:48:21Z,2025-08-01T06:52:57Z,276,13,241
192,314,2025-08-01T10:45:52Z,2025-08-01T10:46:24Z,32,3,22
193,315,2025-08-01T15:56:13Z,2025-08-01T15:57:39Z,86,6,69
194,316,2025-08-01T08:06:41Z,2025-08-01T08:06:48Z,7,1,3
195,317,2025-08-01T16:54:24Z,2025-08-01T16:54:59Z,35,3,28
196,319,2025-08-01T13:37:35Z,2025-08-01T13:38:20Z,45,4,34
197,322,2025-08-01T13:33:34Z,2025-08-01T13:38:01Z,267,10,235
198,322,2025-08-01T01:29:32Z,2025-08-01T01:30:13Z,41,2,38
199,322,2025-08-01T14:53:11Z,2025-08-01T14:53:26Z,15,1,11
200,323,2025-08-01T12:51:06Z,2025-08-01T12:51:17Z,11,2,5
201,327,2025-08-01T09:27:37Z,2025-08-01T09:28:30Z,53,4,42
202,332,2025-08-01T13:17:24Z,2025-08-01T13:17:32Z,8,1,5
203,332,2025-08-01T06:19:56Z,2025-08-01T06:20:50Z,54,4,46
204,336,2025-08-01T13:25:12Z,2025-08-01T13:26:37Z,85,5,73
205,340,2025-08-01T06:27:58Z,2025-08-01T06:31:07Z,189,9,165
206,344,2025-08-01T07:25:02Z,2025-08-01T07:26:42Z,100,4,88
207,347,2025-08-01T14:28:23Z,2025-08-01T14:28:30Z,7,1,5
208,348,2025-08-01T13:44:36Z,2025-08-01T13:44:58Z,22,2,18
209,351,2025-08-01T06:44:12Z,2025-08-01T06:44:42Z,30,2,24
210,351,2025-08-01T07:49:32Z,2025-08-01T07:50:46Z,74,7,53
211,354,2025-08-01T02:10:02Z,2025-08-01T02:12:54Z,172,10,137
212,354,2025-08-01T01:26:43Z,2025-08-01T01:27:25Z,42,2,35
213,357,2025-08-01T13:03:32Z,2025-08-01T13:08:30Z,298,16,252
214,357,2025-08-01T13:29:54Z,2025-08-01T13:31:28Z,94,4,86
215,363,2025-08-01T17:45:15Z,2025-08-01T17:46:49Z,94,3,85
216,363,2025-08-01T00:55:03Z,2025-08-01T00:55:13Z,10,1,8
217,367,2025-08-01T18:15:13Z,2025-08-01T18:18:03Z,170,10,139
218,369,2025-08-01T20:50:58Z,2025-08-01T20:53:01Z,123,6,107
219,370,2025-08-01T00:50:02Z,2025-08-01T00:51:57Z,115,5,99
220,370,2025-08-01T10:11:20Z,2025-08-01T10:13:54Z,154,9,134
221,371,2025-08-01T21:34:04Z,2025-08-01T21:35:28Z,84,5,72
222,372,2025-08-01T13:44:01Z,2025-08-01T13:46:59Z,178,9,153
223,375,2025-08-01T15:21:40Z,2025-08-01T15:22:02Z,22,1,18
224,377,2025-08-01T19:51:15Z,2025-08-01T19:56:23Z,308,18,254
225,380,2025-08-01T06:18:52Z,2025-08-01T06:20:01Z,69,6,56
226,380,2025-08-01T01:42:59Z,2025-08-01T01:44:08Z,69,4,54
227,382,2025-08-01T04:16:45Z,2025-08-01T04:20:15Z,210,9,189
228,382,2025-08-01T02:18:38Z,2025-08-01T02:18:44Z,6,1,5
229,383,2025-08-01T07:11:15Z,2025-08-01T07:11:40Z,25,2,21
230,383,2025-08-01T09:30:09Z,2025-08-01T09:30:21Z,12,2,7
231,383,2025-08-01T13:17:30Z,2025-08-01T13:18:45Z,75,7,56
232,388,2025-08-01T17:13:42Z,2025-08-01T17:13:54Z,12,1,8
233,390,2025-08-01T20:13:47Z,2025-08-01T20:14:13Z,26,2,19
234,393,2025-08-01T19:49:49Z,2025-08-01T19:50:46Z,57,2,51
235,394,2025-08-01T01:57:31Z,2025-08-01T01:57:44Z,13,1,12
236,399,2025-08-01T20:56:25Z,2025-08-01T20:57:18Z,53,3,41
237,399,2025-08-01T20:57:02Z,2025-08-01T20:57:24Z,22,3,15
238,399,2025-08-01T11:59:53Z,2025-08-01T12:02:10Z,137,10,105
239,400,2025-08-01T18:02:44Z,2025-08-01T18:03:24Z,40,4,30
240,400,2025-08-01T12:15:29Z,2025-08-01T12:17:08Z,99,6,82
241,401,2025-08-01T19:08:51Z,2025-08-01T19:08:59Z,8,1,4
242,408,2025-08-01T01:30:00Z,2025-08-01T01:34:17Z,257,10,222
243,408,2025-08-01T10:11:04Z,2025-08-01T10:11:16Z,12,1,9
244,408,2025-08-01T13:26:50Z,2025-08-01T13:27:48Z,58,2,54
245,408,2025-08-01T18:14:50Z,2025-08-01T18:19:02Z,252,14,213
246,410,2025-08-01T17:15:05Z,2025-08-01T17:16:10Z,65,4,52
247,412,2025-08-01T00:51:45Z,2025-08-01T00:52:54Z,69,3,63
248,416,2025-08-01T00:51:02Z,2025-08-01T00:52:22Z,80,10,49
249,422,2025-08-01T09:31:20Z,2025-08-01T09:32:19Z,59,3,52
250,428,2025-08-01T12:07:33Z,2025-08-01T12:08:08Z,35,3,26
251,428,2025-08-01T06:55:12Z,2025-08-01T06:56:16Z,64,4,55
252,430,2025-08-01T15:03:06Z,2025-08-01T15:03:11Z,5,2,1
253,442,2025-08-01T11:10:36Z,2025-08-01T11:11:11Z,35,3,31
254,443,2025-08-01T09:26:23Z,2025-08-01T09:30:03Z,220,14,178
255,448,2025-08-01T16:53:57Z,2025-08-01T16:54:03Z,6,1,4
256,450,2025-08-01T06:57:43Z,2025-08-01T06:59:25Z,102,7,82
257,455,2025-08-01T03:05:25Z,2025-08-01T03:05:33Z,8,1,7
258,457,2025-08-01T03:33:52Z,2025-08-01T03:34:30Z,38,2,34
259,457,2025-08-01T09:30:18Z,2025-08-01T09:30:24Z,6,1,4
260,462,2025-08-01T17:29:26Z,2025-08-01T17:29:31Z,5,1,3
261,462,2025-08-01T07:59:52Z,2025-08-01T08:00:18Z,26,2,22
262,462,2025-08-01T14:17:51Z,2025-08-01T14:17:54Z,3,1,2
263,462,2025-08-01T16:13:39Z,2025-08-01T16:15:09Z,90,4,81
264,462,2025-08-01T03:51:41Z,2025-08-01T03:52:10Z,29,2,22
265,465,2025-08-01T06:35:38Z,2025-08-01T06:37:42Z,124,6,108
266,466,2025-08-01T16:06:46Z,2025-08-01T16:07:20Z,34,3,28
267,470,2025-08-01T15:36:13Z,2025-08-01T15:36:38Z,25,2,20
268,470,2025-08-01T14:35:14Z,2025-08-01T14:36:32Z,78,6,63
269,474,2025-08-01T08:49:35Z,2025-08-01T08:51:05Z,90,5,78
270,475,2025-08-01T04:02:31Z,2025-08-01T04:02:50Z,19,2,12
271,475,2025-08-01T16:07:52Z,2025-08-01T16:08:09Z,17,1,14
272,475,2025-08-01T01:00:08Z,2025-08-01T01:00:16Z,8,1,7
273,475,2025-08-01T21:17:04Z,2025-08-01T21:21:56Z,292,13,261
274,477,2025-08-01T06:26:34Z,2025-08-01T06:29:48Z,194,9,166
275,477,2025-08-01T18:53:18Z,2025-08-01T18:55:08Z,110,4,99
276,478,2025-08-01T19:36:25Z,2025-08-01T19:37:19Z,54,3,45
277,481,2025-08-01T01:54:17Z,2025-08-01T01:55:55Z,98,6,80
278,488,2025-08-01T12:34:57Z,2025-08-01T12:38:14Z,197,11,165
279,488,2025-08-01T00:20:31Z,2025-08-01T00:22:38Z,127,4,117
280,489,2025-08-01T06:07:45Z,2025-08-01T06:10:15Z,150,8,130
281,490,2025-08-01T15:23:17Z,2025-08-01T15:24:42Z,85,6,69
282,492,2025-08-01T02:17:32Z,2025-08-01T02:17:40Z,8,1,4
283,493,2025-08-01T09:37:21Z,2025-08-01T09:37:59Z,38,3,28
284,493,2025-08-01T18:04:14Z,2025-08-01T18:04:49Z,35,2,29
285,498,2025-08-01T04:29:34Z,2025-08-01T04:29:51Z,17,3,7
286,498,2025-08-01T00:58:14Z,2025-08-01T01:01:12Z,178,10,147
287,498,2025-08-01T14:35:07Z,2025-08-01T14:35:31Z,24,2,19
288,503,2025-08-01T18:20:53Z,2025-08-01T18:21:51Z,58,3,49
289,503,2025-08-01T17:53:30Z,2025-08-01T17:54:33Z,63,3,56
290,506,2025-08-01T11:55:04Z,2025-08-01T11:55:10Z,6,1,2
291,508,2025-08-01T22:02:21Z,2025-08-01T22:07:42Z,321,19,268
292,513,2025-08-01T14:55:29Z,2025-08-01T14:55:41Z,12,1,8
293,514,2025-08-01T19:58:10Z,2025-08-01T20:00:03Z,113,5,104
294,514,2025-08-01T19:21:04Z,2025-08-01T19:21:50Z,46,3,38
295,515,2025-08-01T14:49:59Z,2025-08-01T14:50:44Z,45,3,37
296,518,2025-08-01T01:19:47Z,2025-08-01T01:21:15Z,88,8,62
297,521,2025-08-01T12:35:33Z,2025-08-01T12:36:28Z,55,5,38
298,521,2025-08-01T10:59:01Z,2025-08-01T10:59:47Z,46,4,35
299,521,2025-08-01T16:08:40Z,2025-08-01T16:09:24Z,44,4,34
300,522,2025-08-01T09:52:39Z,2025-08-01T09:53:47Z,68,4,58
301,524,2025-08-01T18:52:56Z,2025-08-01T18:53:44Z,48,3,44
302,524,2025-08-01T07:10:58Z,2025-08-01T07:11:58Z,60,2,55
303,528,2025-08-01T06:24:03Z,2025-08-01T06:26:38Z,155,5,147
304,528,2025-08-01T21:43:49Z,2025-08-01T21:45:27Z,98,8,76
305,528,2025-08-01T03:39:05Z,2025-08-01T03:40:54Z,109,8,83
306,532,2025-08-01T02:16:31Z,2025-08-01T02:17:22Z,51,4,39
307,532,2025-08-01T15:45:10Z,2025-08-01T15:49:16Z,246,9,219
308,532,2025-08-01T08:19:08Z,2025-08-01T08:19:23Z,15,2,11
309,539,2025-08-01T17:50:37Z,2025-08-01T17:51:58Z,81,4,74
310,541,2025-08-01T01:45:34Z,2025-08-01T01:46:28Z,54,5,42
311,546,2025-08-01T07:03:25Z,2025-08-01T07:05:24Z,119,8,100
312,548,2025-08-01T08:52:54Z,2025-08-01T08:53:50Z,56,3,52
313,554,2025-08-01T02:44:40Z,2025-08-01T02:44:44Z,4,1,2
314,554,2025-08-01T02:23:51Z,2025-08-01T02:24:02Z,11,2,5
315,556,2025-08-01T04:54:22Z,2025-08-01T04:54:34Z,12,1,9
316,556,2025-08-01T10:09:08Z,2025-08-01T10:12:09Z,181,7,158
317,558,2025-08-01T20:08:02Z,2025-08-01T20:08:08Z,6,1,2
318,560,2025-08-01T04:14:01Z,2025-08-01T04:14:04Z,3,1,1
319,562,2025-08-01T13:20:05Z,2025-08-01T13:21:33Z,88,4,79
320,562,2025-08-01T04:12:08Z,2025-08-01T04:12:42Z,34,3,25
321,564,2025-08-01T04:12:38Z,2025-08-01T04:13:06Z,28,2,24
322,565,2025-08-01T04:22:00Z,2025-08-01T04:22:20Z,20,2,17
323,566,2025-08-01T14:14:12Z,2025-08-01T14:14:21Z,9,1,6
324,567,2025-08-01T03:33:37Z,2025-08-01T03:34:22Z,45,2,40
325,569,2025-08-01T22:09:49Z,2025-08-01T22:09:57Z,8,1,7
326,569,2025-08-01T15:24:24Z,2025-08-01T15:28:00Z,216,13,176
327,569,2025-08-01T15:14:27Z,2025-08-01T15:15:36Z,69,6,47
328,570,2025-08-01T00:50:56Z,2025-08-01T00:51:05Z,9,1,8
329,570,2025-08-01T18:36:08Z,2025-08-01T18:37:03Z,55,5,37
330,570,2025-08-01T07:56:02Z,2025-08-01T07:56:23Z,21,2,14
331,572,2025-08-01T01:52:58Z,2025-08-01T01:53:48Z,50,3,46
332,573,2025-08-01T12:46:14Z,2025-08-01T12:46:30Z,16,1,13
333,573,2025-08-01T19:52:45Z,2025-08-01T19:52:50Z,5,1,1
334,574,2025-08-01T05:56:22Z,2025-08-01T05:57:50Z,88,6,71
335,581,2025-08-01T04:56:42Z,2025-08-01T04:56:55Z,13,1,9
336,581,2025-08-01T18:16:30Z,2025-08-01T18:17:19Z,49,4,34
337,585,2025-08-01T07:32:44Z,2025-08-01T07:32:51Z,7,1,3
338,585,2025-08-01T12:23:07Z,2025-08-01T12:23:44Z,37,3,30
339,587,2025-08-01T13:03:34Z,2025-08-01T13:03:40Z,6,1,5
340,588,2025-08-01T12:38:29Z,2025-08-01T12:38:49Z,20,2,16
341,592,2025-08-01T13:45:06Z,2025-08-01T13:45:18Z,12,1,10
342,592,2025-08-01T03:43:56Z,2025-08-01T03:45:37Z,101,6,88
343,592,2025-08-01T02:02:14Z,2025-08-01T02:06:39Z,265,13,225
344,593,2025-08-01T02:13:16Z,2025-08-01T02:14:51Z,95,6,80
345,593,2025-08-01T15:05:14Z,2025-08-01T15:05:23Z,9,1,7
346,593,2025-08-01T17:50:09Z,2025-08-01T17:51:18Z,69,6,50
347,605,2025-08-01T11:35:01Z,2025-08-01T11:35:18Z,17,1,13
348,606,2025-08-01T01:44:42Z,2025-08-01T01:45:34Z,52,3,44
